Date,OPEN,HIGH,LOW,LAST,VOLUME
27/2/2008,24161.19,24610.41,24111.6,24483.84,3009478656
28/2/2008,24373.9,24841.23,24205.01,24591.69,2194424320
29/2/2008,24226.83,24370.69,24010.48,24331.67,1997874688
3/3/2008,23491.57,23738.67,23458.95,23584.97,2409038848
4/3/2008,23858.04,23923.2,23060.9,23119.87,2208747776
5/3/2008,23066.64,23268.45,22873.31,23114.34,1977023488
6/3/2008,23360.68,23615.18,23254.31,23342.73,1691913472
7/3/2008,22694.23,22836.76,22447.84,22501.33,2764171776
10/3/2008,22387.25,22725.21,22034.76,22705.05,2510419712
11/3/2008,22634.71,22995.35,22263.36,22995.35,2261189120
12/3/2008,23737.65,23737.65,23139.4,23422.76,2637049600
13/3/2008,22925.42,23007.61,22251.24,22301.64,2546541056
14/3/2008,22536.12,22747.14,22151.51,22237.11,2340163840
17/3/2008,21318.03,21473.4,21041.26,21084.61,3369501952
18/3/2008,21444.61,21467.18,20572.92,21384.61,3676795392
19/3/2008,22191.88,22191.88,21779.84,21866.94,2951784192
20/3/2008,21173.3,21471.67,20896.14,21108.22,2784758784
25/3/2008,21841.78,22529.8,21691.55,22464.52,3281174272
26/3/2008,22581.75,22811.35,22428.43,22617.01,2754525440
27/3/2008,22312.57,22758.94,22205.2,22664.22,2271872000
28/3/2008,22750.31,23313.88,22721.22,23285.95,3177623040
31/3/2008,22997.04,23077.84,22700.84,22849.2,1816951040
1/4/2008,23084.93,23305.71,22700.5,23137.46,2122779648
2/4/2008,24133.77,24195.32,23858.89,23872.43,3980921856
3/4/2008,23947.55,24334.19,23937.31,24264.63,2489105920
7/4/2008,24484.83,24642.02,24269.55,24578.76,2084002176
8/4/2008,24507.07,24557.43,24212.6,24311.69,1980417152
9/4/2008,24293.42,24492.03,23921.15,23984.57,2280680960
10/4/2008,24101.41,24214.57,23905.58,24187.1,2034503040
11/4/2008,24442.27,24681.46,24322.11,24667.79,2777530624
14/4/2008,23968.04,24070.26,23753.04,23811.2,2289905920
15/4/2008,23950.4,24043.89,23613.49,23901.33,1951864832
16/4/2008,24075.68,24194.18,23749.68,23878.35,1510818304
17/4/2008,24369.86,24442.07,24150.51,24258.96,1972002176
18/4/2008,24234.53,24400.87,24107.24,24197.78,2314052352
21/4/2008,24821,24887.11,24668.28,24721.67,2069827328
22/4/2008,24460.64,24965.74,24413.25,24939.15,2474617088
23/4/2008,25000.49,25361.29,24919.73,25289.24,2661193472
24/4/2008,25776.29,25861.68,25603.57,25680.78,3261434880
25/4/2008,25852.97,25852.97,25437.82,25516.78,2047835264
28/4/2008,25613.17,25717.43,25567.59,25666.29,2082946304
29/4/2008,25661.96,26038.58,25633.47,25914.15,2901800704
30/4/2008,25998.27,26066.5,25731.64,25755.35,2282480384
2/5/2008,26324.97,26374.09,26173.82,26241.02,2749028096
5/5/2008,26321.61,26387.37,26118.61,26183.95,1900574464
6/5/2008,26084.61,26314.99,26072.62,26262.13,1696804096
7/5/2008,26377.99,26377.99,25471.19,25610.21,2539309312
8/5/2008,25442.52,25616.95,25353.51,25449.79,1846277632
9/5/2008,25401.91,25483.76,24911.33,25063.17,2068025472
13/5/2008,25190.18,25601.55,25032.17,25552.77,2460693248
14/5/2008,25461.37,25546.78,25108.06,25533.48,1855836928
15/5/2008,25719.02,25736.56,25208.22,25513.71,2136959872
16/5/2008,25665.64,25748.33,25533.6,25618.86,2457737216
19/5/2008,25592.21,25822,25592.21,25742.23,1587602560
20/5/2008,25692.27,25702.87,25042.09,25169.46,2068788864
21/5/2008,24828.04,25498.09,24820.17,25460.29,2106344832
22/5/2008,24984.28,25057.54,24700.49,25043.12,2061192832
23/5/2008,25085.35,25128.44,24693.55,24714.07,1574829568
26/5/2008,24234.35,24331.69,24100.31,24127.31,1780722176
27/5/2008,24239.05,24441.07,24221.28,24282.04,1144928256
28/5/2008,24209.03,24338.68,24178.71,24249.51,1445198720
29/5/2008,24542.1,24542.1,24222.05,24383.99,1779312512
30/5/2008,24448.37,24585.78,24289.85,24533.12,2117153024
2/6/2008,24542.29,24923.28,24453.79,24831.36,1826960768
3/6/2008,24556.18,24590.6,24254.93,24375.76,2556822784
4/6/2008,24327.72,24462.58,24123.25,24123.25,1965733248
5/6/2008,24150.53,24321.66,24003.98,24255.29,1718557952
6/6/2008,24505.6,24524.59,24392.82,24402.18,1723142784
10/6/2008,23689.16,23741.09,23343.19,23375.52,2721477376
11/6/2008,23288.96,23486.17,23178.02,23327.6,1655617152
12/6/2008,22820.89,23023.86,22695.1,23023.86,2122609280
13/6/2008,22920.77,22984.09,22592.3,22592.3,1499591296
16/6/2008,22814.17,23232.99,22814.17,23029.69,1493182976
17/6/2008,23008.08,23128.58,22872.33,23057.99,1172435840
18/6/2008,23114.45,23492.21,22946.96,23325.8,2194547456
19/6/2008,22849.36,22999.67,22733.78,22797.61,1847304704
20/6/2008,22817.99,23411.63,22745.6,22745.6,2389576704
23/6/2008,22407.09,22830.43,22384.58,22714.96,1772604288
24/6/2008,22697.26,22731.49,22456.02,22456.02,1738774656
25/6/2008,22745.17,22827.56,22567.93,22635.16,1404587008
26/6/2008,22742.54,22885.35,22441.47,22455.67,1858470272
27/6/2008,21901.27,22201.47,21773.67,22042.35,2215868928
30/6/2008,22237.92,22237.92,21997.69,22102.01,1489375872
2/7/2008,21785.39,21938.2,21555.53,21704.45,2548582656
3/7/2008,21389.49,21742.07,21163.57,21242.78,2725284864
4/7/2008,21402.17,21534.05,21344.85,21423.82,1796344192
7/7/2008,21402.7,21916.21,21402.7,21913.06,1964579200
8/7/2008,21632.7,21684.21,21098.84,21220.81,2015196928
9/7/2008,21740.86,21954.17,21531.97,21805.81,2691241472
10/7/2008,21562.07,22020.66,21498.87,21821.78,2512108544
11/7/2008,21834.64,22225.38,21761.04,22184.55,2163732480
14/7/2008,22205,22360.29,21871.6,22014.46,1494919552
15/7/2008,21644.04,21644.04,21077.24,21174.77,2140147968
16/7/2008,20988.74,21334.38,20988.74,21223.5,1784065280
17/7/2008,21825.24,21892.53,21672.27,21734.72,2289947648
18/7/2008,22010.94,22010.94,21677.15,21874.19,1842076288
21/7/2008,22523.28,22645.52,22455.01,22532.9,2571576832
22/7/2008,22430.59,22690.74,22393.14,22527.48,1505886592
23/7/2008,22900.77,23134.55,22871.04,23134.55,2586745600
24/7/2008,23330.89,23369.05,23062.62,23087.72,2589708800
25/7/2008,22751.51,22843.2,22542.08,22740.71,1917652608
28/7/2008,22801.85,22862.03,22619.23,22687.21,1081764480
29/7/2008,22265.93,22265.93,22089.09,22258,1403232768
30/7/2008,22637.33,22751.04,22573.18,22690.6,1968748032
31/7/2008,22878.76,22878.76,22695.73,22731.1,1572662144
1/8/2008,22497.9,22881.27,22207.31,22862.6,1800206080
